Review
Everyone enjoyed the special afternoon treat. Each cone contained both chocolate covered strawberries and chocolate covered pineapple. Each “cone” was easy to grab and enjoy without everyone touching a platter. Loved the ease and convenience. The packaging was beautiful and very appreciated. Plus the delivery was extremely professional and assisted in getting everything set up and ready. Great job!
"I ordered the strawberry, banana, and apple dipped fruit cones that say they come with 10 each. This was for employee appreciation week at my work. We did not receive the full order; we were short a couple for each item.  I contacted EZcater right away and they tried to reach out to the caterer to see if we could get the rest delivered but they were unable to get ahold of them and I never got a response. I did not receive a refund or the missing items, so we were short a few for everyone in the office."
I can't say enough about this order! Edible Arrangements did a fabulous job! Their trays are absolutely beautiful and delicious! I will definitely use them again!
"The order was absolutely PERFECT!! It was on time, the delivery man was so nice and pleasant then the order itself was AMAZING (Everyone loved the fresh fruits and sweet treats!)!! I'll most definitely order from Edible Arrangements via ezCater again,  A MILLION THANK YOUs!!"
Everyone loved the fruit platters. A healthy alternative to donuts!!
Fruit and desserts were very delicious and fresh.
The dipped fruit was great. The cut fruit platter was awful. It was very apparent it was the dredges of the fruit from the shape cuts it was a barely full platter and was way overpriced.
Customer loved their fruits baskets. On time and fresh
There fruit and dessert plates are amazing.  Great presentation and crowd favorites!
"It was perfect. It was on time, looked beautiful, and tasted wonderful."
Edible arrangements cone snack bundle is a great afternoon treat for the office. Who doesn't love  chocolate dipped fruit! YUM!!
"Fruit was fresh and delicious. Only ""complaint"" was the pineapple was more shredded than in pieces, but it still tasted good!"
Late arrival. It was good though.  No further comment
Good. Not on time like usual. Will be trying another vendor next time.
No comment. No comment. No comment. No comment.
You have to get these dessert trays for your group events!  SO many options so there is something for everyone!  Chocolate covered banana cones are my FAVORITE!
great delivery fresh fruit. Pineapple wasn't very ripe but the rest was amazing
Another wonderful experience with this location! They were excellent!
It was a hit for the office.  Very tasty and different than the norm.
on time. nice and fresh! would use again
Order never prepared and did not even contact customer. Unprofessional. This was for game day as pre-game snack and it was embarrassing not having anything. EZ catering was very diligent in service trying to resolve issue but Edible Arrangements was nowhere to be contacted.
The office was thrilled to get it! Very tasty.
"Fast delivery, very helpful vendors, my employees loved the food."
Office was very happy. Portions are not huge though.
chocolate covered strawberries individually packed were a big hit.
"First time ordering, and I was happily surprised with their options!"
Perfect for a light snack in the afternoon! Everyone loved it!
"Fast delivery, very helpful vendors, my employees loved the food."
Excellent experience with this caterer! The Corpus location was SO PROFESSIONAL!!  They were awesome!
"Delivered on time, packaged nicely, fruit (chocolate dipped apple slices) was fresh and chocolate coating was thorough. Gave them as gifts for admin day and they were very well received!"
I love getting the chocolate covered fruit cups as an afternoon pick me up at the office!
Staff loved both the dipped and not dipped fruits. Fresh and elegant. Will use again!
"Honestly, it was amazing. People loved it for the meeting. Something different. HOWEVER, the second time we order from them, we didn't receive it. My meeting was at 9 am. I requested delivery at 8:30. The request went through, and Edible Arrangements approved it. The day came and they didn't show up. I called and they said they didn't deliver until 10 am. This means, they didn't set up their store hours correctly on EZ cater and approved an order they couldn't deliver."
Love the beautiful presentations that EA makes. Always on time for delivery and always a BIG hit at work!
Great option for vegan staff. The fruit was a healthy alternative to the sweets we usually provide!
"Arrangement obviously not prepared fresh - berry stained pineapples, soft browned pineapple and mushy wilted strawberries under the chocolate dip, the melon was not ripe... typically they are beautiful and amazing, vey disappointed this time."
"The staff loved the variety, will order again."
"The variety was appreciated by all
And was very good!"
great arrangements/platters. delivered on time.  cupcakes were delicious.
"This place never disappoints! The team asks for these treats by name, and there is never a drop left."
First time ordering from E.A. And it was great. I would definitely order from them again - although it IS expensive !!
"Everything was perfect, so pretty and very tasty"
"Excellent presentation, snack was  perfect 
I would recommend this catering company"
"I’m deducting stars because the order was not sent in its entirety. I ordered 3  total boards and only 2 came. The food was a big hit.  Just wished it all arrived..
EZ cater made right by me and credited my account which was super nice"
The board was great definitely can serve more than 10 especially if you are having it as a dessert with a full meal we used it as a dessert with a fully catered dinner for a group of 30 and had leftovers.
I like to order this for the office as a birthday treat. Both healthy and still sweet!
"It’s always nice to feel like you’re trying to be healthy by eating fruit, even if it has chocolate on it!"
"Id give a zero if I could. 
Order never arrived. I tried desperately to call the store with no answer, EZCater tried their best as well with no luck, and no response.
I was not charged but what does that matter when you had a celebration with no desert."
Had an amazing experience. The staffs are super amazing.
Delightful treat.  I ordered a tray and the presentation was beautiful.
Delightful treat.  I ordered a tray and the presentation was beautiful.
"The food was very good. But the service was subpar. My order got pushed to the following morning, and then was still over two hours late. With no communication to easy cater, the app, or myself. They marked the order as completed, a day early. I do not recommend if you need your order ready by a certain time on a certain date this is my second experience. I will not use again."
Many thanks for accommodating my request to mix the individual fruit cones!  This was a refreshing afternoon treat.
"I did the bundle cones with strawberries, bananas, and apples, and it was a great afternoon snack"
Finger foods and delicious desserts that impress at corporate events.
These chocolate covered strawberry bundles were perfect for an afternoon snack
Very pretty arrangement and was a huge hit with the party!
"Top-notch experience: the tray was perfect, arrived on time and everything was fresh and delicious! I truly appreciate EA for this order as it was placed about as last minute as it could be. I recommend!!"
The cheesecakes with strawberries were a big hit!
Great snack option-they even worked with me on delivery time due to me getting there late.
Unreliable. Only delivered half of my order. Called to get the rest and they made another delivery but I still only received half of the fruit I ordered.
The office was very happy with the selection of snacks and the delivery was on time!
"The food never arrived. I contacted EZCater and they told me they couldn't get into contact with Edible arrrangements & completely ruined my mothers day.

I will never, ever, ever use Edible Arrangements or EZCater again. This is a disgrace."
Reliability Rockstars! I placed my MOTHER'S DAY order on short notice for a head count of 80 with a 1 day time to prep and Edible delivered exceptionally well! I recommend 10 out of 10!
This was a great mothers day gift. I did place the order the day of so unfortunately  it could not be delivered. I had to pick it up my self but it was worth it.
Showed up on time. Everything was great.  Thank you!
"The chocolate covered fruit dessert was a hit and indulgent, a real treat."
Perfect platter of donuts and fruit! They loved it!
The strawberries weee devoured. Will definitely use again
Such a hit! What a beautiful presentation by edible arrangements. People were so surprised because of the donuts included in the platter. All of the fruit and chocolate covered strawberries were delicious. I can’t wait to use this again for another office!
I love their arrangements but they are NEVER on time for pick up orders. Waited 20 minutes despite noting a week in advance to have it done and ready for pick up at 2
Always a good choice. Fresh and tasty. Give them a try.
"The trays look MUCH larger online than in person. I thought I order more than enough but when I arrived, I was concerned it may not be enough. Luckily it worked out. The arrangement was absolutely beautiful though. The nurses were very appreciate for nurses appreciation week."
Everything was impeccable at a loss for words literally
I picked up a snack for one of my office.  They did a great job on a cookie platter with chocolate covered strawberries and mini cheesecakes.  The office loved it and the perfect amount.
"If I could give zero stars I would.  This was the worst experience in 25 yrs of Pharma.  Edible Arrangements never showed up, never answered the phone when EZ Cater was trying to figure out where the order was, never answered calls from me and when I did get someone the next day, nobody ever called me back to explain why they were a no show.  The office was left without food and made me look bad - having to apologize incessantly and had to leave and get food.  DO NOT EVER USE THIS ESTABLISHMENT"
"Food was great; however, it was delivered too early and caused me to miss many of the attendees."
Do not expect your order to show up on time or for the location to even let you know they are running behind. Our order showed up almost 2hrs late.
A great treat for staff that offers a bunch of options for a wide range of tastes!
Delicious treats that our volunteers. They were delivered in a cooled van and wrapped so beautifully.
"Had to be dropped off a little early, but it worked out well."
I had to call because I had to find out if they were in the building. No one ever answered their telephone line. It ended up being delivered but thought their customer service needs work. Not sure if I will use them again.
The fruit was sweet and fresh and office loved their arrangements!
Didn’t have order at all? Caused a lot of confusion and I had to scramble to go buy something else.
Food is always good and a nice mix of fresh fruit and sugary treat
Confusion with ordering and the arrangement didn’t look like the picture.
"The food was delivered on-time, wrapped well and coffee hot."
The arrangement was beautiful and tasted great! It kept well in the fridge overnight.
It was tasty and different! Right on time.
Truly divine! the tray was a treat and the fresh fruits were a HIT.  The delivery driver was right on time and very personable. All around great experience for my first order with EA
Absolutely a huge hit with the team! Next time I would get cups to let people mix and match.
"Great fresh fruit in individual containers.  It was a hit for my event, will use again!"
We only received one of the three trays we ordered.
The fruit was VERY popular at our event.  Thank you.
Can never go wrong with Edible Arrangements - such great refreshing and sweet snacks for the team!
Always a staff favorite. The desserts are fresh and beautiful. Thank you so much!
The fruit platers were a wonderful afternoon treat for the entire office. They loved the chocolate dipped fruit as well as the flavorful fruit selection!
Everything was delivered on time and looked good.
"Fruits were fresh, presentation very nice and delivered on time."
It was good but super late. They wouldn’t answer the phone. I was so embarrassed to tell everyone that I wasn’t sure if it was coming or not. I may not order here again.
Wonderful presentation. On time and everyone loved the snack.
"The fruit cups are fantastic for offices. I do a mixture of the strawberries, bananas, and apples. The office loves it."
These were the perfect little cookies!! Not too big not too little and super delicious!!
Great!  Always a good addition to your lunch!
"One of the best things I have catered, ever!"
Trays were way smaller than I anticipated for the cost
Edible Arrangements was received and enjoyed.  Will order again.
Amazing as always!  I highly recommend edible arrangements
Order was ready on time. The 10 chocolate-covered strawberry cups were delicious and well-received. Thank you!
Always a great choice . Arrived on time. The fruit was fresh and presentation was amazing.
Everyone loved it. Great afternoon snack and pretty display
I cannot rave enough about this order!  The presentation was amazing!!!  I had no idea it would be such great portion size!  My team was very impressed!  A go-to for desserts!
"Love the chocolate dipped apples, bananas, strawberries, but I wish the individual cups included an assortment of fruit because staff were taking 2-3 cups each and I ran out of snacks quickly."
this was a bit basic for the amount of money I paid for it. Wouldn't get again
Everyone loves Edible Arrangements.  It always makes everyone happy because it is so delicious.
All of the fruit was delicious arranged very nicely on the plates. Everything was fresh.
"We ordered three platters, and they are beautiful and full of yummy treats! Will definitely order again!"
Best snack for the office. Chocolate covered strawberries. Big hit!
"The group was looking for snacks and edible arrangements delivered a delicious, yet healthy option for our team! Thank you!!"
Staff loved the food. It was very fresh and the perfect afternoon snack. Definitely recommend.
Was ready on time and beautifully packaged and tasted great
I order their deluxe trays for our client meetings - perfect!
This was our first time ordering from Edible Arrangements. The desserts arrived on time and were beautifully presented and super fresh. A big hit!
I love edible arrangements!! They are delicious and the team was happy for the delivery!!!
Sent in the afternoon as a staff “pick me up”.  A healthy option to coffee and snacks and very unexpected surprise.
Fabulous arrangements! Our groups loved the display and the savory edibles.
Office Staff loved the individual cones of chocolate dipped strawberries.
Delicious.. great job.. thanks for the consistency in delivering a good product
First time using them on EZ catering … everything looked amazing.
The nursing staff thought the snack was excellent!  The presentation was beautiful.
Such. Great way to treat your offices  to a fresh snack.
Food was on time and the treats were a hit. Fan Favorite
"I had to go pick up the order. When I got there I was told they never received the order, and didn't have what I requested in stock. I ended up waiting 20 mins for them to put something together for me to take back with me. The treats received were tasty, but again, not what I ordered."
Great snack option-the office loved the healthy choosings and not so healthy ones-ha!
Love getting their cheesecake/cupcake platter to celebrate office birthdays!
This was the perfect place to get some treats when all that was required was a snack...
Fruit was fresh and tasty. I felt like the value was worth it!
"For almost every event we have in the office, I get a fruit tray with some chocolate dipped fruit and it always disappears so quickly! Always fresh, juicy, and delicious!"
great platter of choc covered fruits. friendly service as well.
"Beautiful trays and fresh fruit. 
Thank you so much"
such a nice change! Office loved the snack and assortment.
"Amazing delivery, delicious and BEAUTIFUL food arrived with this order. It was perfect and exactly as expected for this event!"
Something special for our clients coming in from out of town. Arrived in perfect condition
"Fruit arrangements were delicious but delivery was 10 mins late, didn't include the plates/napkins/utensils as stated it would."
My staff loved this so much. Wish they would have brought plates but still so yummy
Great presentation. The platters were a huge hit!
Delivery was on time.  Everything was set-up and ready to enjoy upon arrival.  Was very fresh!  Will definitely use again.
The fruit was amazing!  It was all gone in minutes!
Everyone enjoyed all the fruits cheesecakes and cupcakes
"Fresh, delicious. Everyone was so happy. Edible Arrangements does a wonderful job."
"They were right on time and a perfect presentation of fruits, cookies and chocolates!"
"Delicious, fresh and beautiful!!  Will for sure be ordering from them again!"
DELIVERY WAS VERY EARLY BUT NOT A BURDEN.  ITEMS WERE PLEASING TO THE STAFF
We loved our Edible Arrangements order! The presentation was perfect and the delivery was right on time! Will definitely order again.
fresh fruit always delicious. i get the tower bouquet and it’s always a hit
This was delivered on time and the delivery person was great.  This made for a nice mid-afternoon snack.
The order was beautifully packaged and delicious. Thank you!
Great arrangements and fruit was very fresh tasty
Great! Had everything we needed with it and fruit was fresh.
Beautiful presentation and delicious. Fruit and cookies were delicious
chocolate covered fruit is always a fan favorite in our office!
"Beautiful presentation! We ordered the trays  and they are just stunning.  Think charcuterie board for fruit, sweets.  Our office really loved them.  And the sturdy wooden trays are reusable.  Everything was fresh, elegant, on time!"
Nice arrangement of food customers appreciated selection of food
"Quality and taste were excellent- but I ordered for 1:45PM and it showed up at 12:30PM. Had I not been available to find a fridge and keep it cool until I needed it, it would not have been good."
The order never arrived. EZ cater did reimburse for the lack of food. This was a first from the caterer . Very disappointing.
Cupcakes and Cheesecakes were a hit! The fruit tray was fresh and delicious. Definitely will order again
The food and service were great. Thank you!
Platter was perfect. Everything was fresh and cold upon arrival
Thanks for the last minute turn around staff loved the variety of cupcakes and cheese cakes YUMMMMMMMMMMMM
"Edible Arrangements is always fresh, delicious and fantastic. Everyone loves Edible Arrangements."
"Items were delivered to the address next door. Although the staff said it happens often with delivery services, the business name was on the order and shouldn't have been missed. EZCater was great about fixing this for me."
Wonderfully fresh and delicious. Edible Arrangements always do a fabulous job.
Good arrangement that fed everyone and delicious and delivered on time and was tasty
I ordered last minute - and they delivered and better than what I expected. Communication was great!
Everyone raved about the arrangement especially the cupcakes. It was presented beautifully . So delicious
"Unfortunately this order was never delivered. I received a text in the morning that it was on track to be delivered on time, but when that time passed I reached out to ezCater for an update. The CSR tried for almost an hour to track down the order, or reach someone at Edible Arrangements, but was not successful (disconnected calls or no answer). Eventually the order needed to be cancelled because the event had started. ezCater took care of processing a full refund. They were very responsive and helpful, I will definitely use them in the future - I've used them many, many times and this has never happened. But, I will no longer order from Edible Arrangements given my unfortunate experience with this order."
"Edible Arrangements is just wonderful.  Fresh, delicious, fantastic. Everyone is so happy with  Edible Arrangements."
"Office loved mix of healthy and ""treat"".  The fruit was fresh and sweet."
Absolutely beautiful and absolutely delicious. Edible arrangements is wonderful.
"The fruit was amazing.  Ontime as always, I  never have to worry about an ezcater order being late!"
"Absolutely delicious, fresh, wonderful.  Everyone loved it.  Everyone was so happy."
Perfect afternoon treat. Thank you! Staff enjoyed and last minute success!
Order was never delivered. Neither myself nor the EZ cater rep could get a hold of Edible Arrangements for an update/explanation.
Staff loved the edible arrangements! Great snack for everyone
Excellent choice…almost was delivered to wrong address…please always call the contact to ensure correct place.
"Fruit was fresh and delicious.  Delivery driver went above and beyond.  When recipient could not receive delivery, the driver brought it to an appropriate location for storage until it could be picked up."
everything was great and delivered on time! Will be ordering from this restaurant again!
"ALWAYS A HUGE HIT!  My people love the food from Edible Arrangements, I never go wrong when I order from them!"
"The chocolate strawberries were a huge hit. 
Nicely packaged as well."
"Restaurant didn’t have any napkins, utensils, or plates to offer. Office still enjoyed nonetheless."
I ordered this for out of town guests for a meeting.  They loved it.  The fruit looked fresh and tasted really sweet.  I will definitely order this again for meetings.
"The delivery and set up was perfect, thank you !"
"For the amount of money that I spent, I believe that we didn't get the quantity to money ratio.  Over $600 spent and 30 people devoured the small selection within 30 minutes."
The Arrangements were just beautiful and the selections were fresh and delicious. We will definitely order from here again.
Everyone loved it!!! So fresh and yummy!! It was a big hit for a large office of 75 employees!
I have had several issues with the company.  Today was no different. They were 20 minutes late and just dropped off order no apologizes and then the fruit had mold on it.  This is the last straw.  Never ordering from here again.
Really good food. The office loved the fruit
early and on time delivery. very professional. will order again
"no complaints, food was delivered on time. thank you"
I would not use this vendor. The portions are so small and I had to order more food on uber eats- plus they are very expensive for what they offer
Great treat for the office snack time! Everyone loves Edible Arrangements!
Customers were delighted when this arrived.  Will continue to use.
"Staff loved the variety of fresh fruit, cakes and chocolate.  It might've been me but the trays seemed smaller than they used to be."
Office favorite.  The platter trio is great for the different pieces that come on it.  Food is always fresh.
Lots of choices of fresh fruit for the staff and the cupcakes were popular
"So happy with this voice.. fresh, simple and on time"
"The berry bouquet was amazing, fresh and tasty. The delivery guy unprofessional, came with out any carts, called from lobby to help him out because my order was heavy to him,  and was late for 20 min! ridiculous!"
As always the arrangements were beautiful.  Nice little treat for our employees to celebrate employee appriciation!
Nice presentation and fun work snack for a group
Easy to order and well received by the office. No plates or utensils provided.
The only thing that I would like to see in the future is a little more of a big one in my we have some of the stuff in our walls and stuff like this wand
Great presentation and nice to have fruit and chocolate for sweet and healthy option.
Perfectly set up and amazing food thanks wow
Everyone is so excited when they see the Edible Arrangements.  The chocolate covered banana seems to be the surprising favorite.
wonderful as always. Will always be my go to for fruit
Wonderful fruit arrangement and cheeseboard for an office snack
"We did cupcakes & cheesecake trays, delicious and simple for a small birthday group as needed"
Food was beautiful. The delivery person was curt and borderline rude.
"The manager I forgot her name but was so kind, came in and introduced herself, the fruit was absolutely amazing and fresh and we will be ordering again soon."
Great afternoon snack with chocolate or not. Fresh fresh fruit
"Great service, restaurant helped me with the order to the car & everything was fresh"
"Fruit was fresh, delivery was exactly on time. Just not super personable delivery."
Ordered fruit platters for approximately 150 people. The fruit was so fresh and all of the guests were loving the chocolate covered fruit especially. Can't wait to order this again.
Staff was very surprised and pleased when they saw the dessert/fruit tray.
Excellent set up and food.  Everyone loved it
"Great! Had plenty and everything was pretty tasty, only complaint is that the melons weren't ripe so didn't taste as good 
Appreciated the layout and the price point. Made for a nice employee appreciation day treat for the office"
Ezcater could not get in contact with the catering team and the food ended up arriving and hour later after we decided to just cancel.
Price for amount of food was not well priced. Presentation was good.
Always a hit with the office.  Beautiful presentation and delicious!
"Oh my gosh, the chocolate covered strawberry cones were a treat!  We brought them in for Employee Appreciation Day and everyone thoroughly enjoyed them, fresh and tasty!"
Delivery driver was very accommodating!  Appreciate her! Food was fresh
"I ordered the cupcake and cookie platter for my staff. Everything was really good, the cupcakes were my favorite!"
Edible arrangements never disappoint. Always fun and fruitful to enjoy!
great food on time delivery and always consistent
They loved it and sent me a picture it was beautiful and tasty!
"Ordered individual fruit cups and they were fantastic.  Nice size and everyone loved them.  However, BEWARE, they will accept an order for early morning but not show up until much later. They weren't open for a 8:45am delivery - so we had the fruit mid-morning (and not with our breakfast).  They did not notify me that they would deliver later and I had to reach out to EZ Cater to find out why they didn't show up until 10:30.  EZ Cater was awesome to help manage this for me.  It was very disappointing as they should not accept orders that are outside of their hours (or should ask you if you want a later time)."
"This is always a refreshing treat , we enjoy the plain offerings too!"
HUGE HIT!!  Everyone LOVED it so I'll definitely be ordered again in the future!
Thank you!  Everyone loved everything!  So fresh!
These strawberries were delicious and delivered on time and in a beautiful display. Would order again.
great food on time delivery and always consistent
So good and so easy.  Everyone enjoyed this sweet treat for the afternoon.
Always perfect! A fan favorite at the office
Order did not arrive at all. Had to reach out to ez cater
"A little late, left at my door instead of handing it to me"
"Fruit tray was a hit, and I loved the chocolate covered strawberries."
This is the second time we have ordered from Edible Arrangements and both times have been good experiences. I recommend the fruit platters and fruit cups. The fruit is always fresh and ripe (sometimes supermarket platters have unripe fruit). The fruit on the platters is displayed very nicely (perfect for corporate meetings) and the fruit cups have been a huge hit for employee gatherings & trainings.
Great afternoon sweet snack with or without Chocolate. So nice
"the fruit was  huge hit!! my only feedback was that it was delivered an hour and a half early.  Thankfully we had room in the refridgerator.  otherwise, everything was great!"
The staff loved the fresh fruit long with the chocolate dipped fruit.
Everything was BEAUTIFUL and DELICIOUS!  Thank you so much!
The desserts and fruit and both great for large office treats!
Nicely plated for group staff. Really need to add utensils or tongs. Not a hard ask. Staff loved it. Everything was included in the order and Driver read directions arrived on time at the location.
Will continue to use this caterer. The food was delicious.
Easy delivery. The staff was so happy with the arragements!
The fruit was excellent. It was a real treat!
Beautiful and delicious treat display for our client meeting.
"Beautiful, fresh, and delicious.  This is a great choice."
On time and fresh! Will definitely order again!
The food was AMAZING! The office absolutely loved every single item. Thank you!
"We ordered chocolate covered strawberries for a valentine's day treat in the office. We knew they would be busy, so we put in the order early. Someone at Edible Arrangements reached out and let us know since they would be busy, they would have to most likely order an uber to deliver to us, but it may be later or earlier than the time. I appreciated the call and letting us know, they made the extra effort to accommodate us. Thank you!"
Unfortunately they had to substitute the day before my order was needed which I really did'nt have an option since it was Valentines day. The substitution did work for our group and the presentation of the food was nice.
A lot of things was missing from my order I brought bundles with flowers n teddy bears and balloons but only received fruit trays
"I recently had the pleasure of experiencing the breakfast catering services from [Catering Company], and I am beyond thrilled to share my ecstatic review. From start to finish, every aspect of the catering order was a culinary masterpiece that left a lasting impression on both my taste buds and those of my guests."
Everything was good but they forgot my balloons and teddy bears for all my packages
My first order with Edible and office loved it!
Very happy with the food. Packaging was sturdy
Ordered a small fruit platter and the choc covered strawberries for the office. The platter is quite small fyi
"The manager I forgot her name but was so kind, came in and introduced herself, the fruit was absolutely amazing and fresh and we will be ordering again soon."
Such a great dessert.  Fresh fruit and everyone really enjoyed the strawberries with chocolate.  Cookies were delicious too.
Excellent and delicious. On time and the staff enjoyed it. You need to offer utensils though
"Office really liked this. I picked up a couple trays for a snack and it was a hit. Fruit trays, chocolate covered fruit and desert trays and everyone liked it. Will definitely use them again in the future for snacks"
Always a hit with the team We will order again.
Wish the communication was better on timing but we made it work and the staff absolutely loved the treats
Super delicious!! The team loved the treats!! Thank so much again!
The arrangement was beautiful. Team really enjoyed everything.
What nice treats...everyone was very excited.  Ordered the cupcake tray and the chocolate dipped fruit tray.  A big hit!
This was a GREAT hit! I can't believe all the treat options Edible Arrangements has. We will DEFINITELY be using them again soon!
Thank you my co workers loved and appreciated the gift she recieved on time
Beautiful arrangements and delivery person was super nice!!
Cheesecakes were delicious! Topped with dipped fruit.  Will definitely order again!
"The manager I forgot her name but was so kind, came in and introduced herself, the fruit was absolutely amazing and fresh and we will be ordering again soon."
"Yummy and fresh
Still seems small for price, though"
Delicious and beautiful display of fruit and desserts. Everyone loved.
Everyone loved the Edible Arrangement. Fresh and good as always.
"My order was not delivered, as the store did not have anyone to deliver. They did not contact me or EZ-Cater to let us know so we could plan accordingly. Sad. But, i will utilize them again. Hopefully they can plan a bit better."
The fruit was delivered on time and the chocolate covered fruit was delicious.!
they are always on time and fresh food
The fruit trays are fresh and amazing!  Will order again
They always do a great job!  The quality is good and the service is too!
very good nice and good food. thank you we will order again.
Nice combination of healthy and treats.  The office was very happy.
I love fresh fruit and cheeses!! Many thanks to Edible for a beautiful display!
Great!  Lots of food. And everyone enjoyed it
This was my first time to get Edible Arrangements and I will definitely order again. The office staff loved the chocolate covered fruit and the mini cheesecakes!
Everyone loves Edible Arrangements. Great design and fruit
The variety of choices were a hit for the office.
"I wish I could give less than 1 star.   Our order was confirmed (several days in advance) to be delivered at 1:15 p.m. on 1/29.  On the day of our event,  Edible Arrangements reached out through ezcater at 11:30 a.m. to see if we would be okay with substituting most of our order to which I answered with "" I guess that would be okay since it's such late notice"".  The order was then reconfirmed at 12:15 p.m. for the 1:15 p.m. delivery.  At 1:25 p.m. the order had not arrived so ezcater reached out to Edible Arrangements who responded that they were not going to be able to fulfill our order and would have to cancel.  Edible Arrangements decided they would just not show up or call to let us know!  They obviously knew that they could not fulfill the order earlier in the day and could have let us know then so that we would have time to salvage our event.  This was so completely unprofessional and disappointing."
My office absolutely loved this! Thanks for catering my event
Perfect snacks for our team. Fruit was fresh and cookies were great.
"Such a great afternoon snack. The office loved it. Chocolate covered bananas, and strawberries. Can you ever go wrong with that? :-)"
"Great choice for an afternoon snack, office loved it!"
"The presentation, the on time delivery, the variety of chocolate covered fruits, was an absolute hit in the office as a snack,
This was my first time using edible arrangements and I will be using their services again. 
Thank you for a great experience,"
Always delicious and delivered on time! will order again!
Always delicious and delivered on time! will order again!
Everything was delicious! Will continue to order. The dipped strawberries was a hit.
"Team really loved the treats, will 100% be ordering again!"
"Hi,

The food never arrived. I also specifically mentioned in a note to call me if there are any questions. Not happy about it."
Always… yummy yummy yummmy yummy yummy yummy yummy!
Right on time!! Definitely a crowd favorite! Thanks for the great service!
Definitely not the same boring thing! Delicious food and enjoyed by all.
"first time ordering, the driver was an hour late and the cheesecake goodies were to thawed, however it was all still quite tasty."
"The fruit is always fresh and delicious, other treats are great as well!"
Restaurant did not notify EZCater until AFTER the order was supposed to be delivered that they had an issue with their driver & wouldn’t be able to deliver for 2 more hours. Completely unacceptable!
Wonderful communication - highly appreciate it! We ordered for a team after party and it was a huge hit!
"We love to get the individual chocolate covered fruit cups, employees can grab and go!"
Got what I needed on time.  Would definitely order again.
The arrangements were beautiful and everyone loved it!
Office loved this mid afternoon snack option.  The staff were taking pics of the beautifully decorated and delicious items!
Great food and punctual delivery!  Will definitely order from them again!
Fantastic selection of fruits and other desserts. Made for a great pm snack.
"Wonderful set up, timely delivery, food was all super fresh. Will be using them again."
What a healthy and unhealthy snack all in one. The office loved.
Submitted my order VERY late and they came through!
Great delivery even though the weather as not accomodating.
amazing as always really good yes yes yes
Great support of ezcaters however the cater was late with order 1 hour. Even tho I placed the order the day before
The rep from edible arrangements called myself and the office to confirm and went the extra step to inform me of 2 individuals that were out of the office and said they could deliver a day early. They also called to let me know when the order was delivered. The best customer service hands down !
Food was amazing and well prepared! Great idea for Valentine lunch dessert!
So delicious so professionally presented. A real crowd pleaser.
Always delicious and delivered on time! will order again!
Delivery was received on time everything was great.
Greenberg loves the fruit from Edible Arrangements. Thank you for great designs
Amazing arrangement! Clients loved the afternoon treat! Always a Go-To.
Arrangements were perfect and taste delicious! Thank you
"So delicious and pretty, everyone especially loved the bananas.  Will order again."
